assessment_id,participant_id,session_id,assessment_type_id,skill_id,assessment_date,score,max_possible_score,assessor_staff_id,feedback_provided,attempt_number,grade,reassessment_required,created_at,updated_at,is_active,data_source
17769,6078,14775.0,4,24,2024-10-31,93,100,95,False,3,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17770,4338,,2,23,2025-05-14,94,100,134,True,1,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17771,2056,,2,44,2023-12-04,95,100,43,False,2,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17772,7141,14248.0,3,4,2024-05-23,96,100,27,True,3,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17773,6673,7719.0,4,36,2023-10-18,97,100,7,False,1,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17774,5039,13373.0,5,8,2024-10-17,98,100,129,True,2,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17775,984,5839.0,4,43,2023-11-14,99,100,94,False,3,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17776,459,4579.0,5,23,2024-04-20,100,100,52,True,1,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17777,5621,9822.0,6,26,2023-05-20,0,100,29,False,2,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17778,6809,72.0,3,17,2024-03-06,1,100,11,True,3,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17779,5282,12859.0,4,44,2024-11-23,2,100,112,False,1,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17780,1214,8709.0,3,4,2023-03-24,3,100,109,True,2,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17781,6060,1000.0,5,45,2025-11-12,4,100,8,False,3,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17782,4714,4395.0,6,35,2024-12-15,5,100,52,True,1,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17783,765,11871.0,3,22,2025-02-28,6,100,41,False,2,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17784,4191,9509.0,3,1,2023-01-21,7,100,122,True,3,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17785,5154,11744.0,5,39,2025-12-29,8,100,15,False,1,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17786,2668,3426.0,4,11,2024-10-16,9,100,12,True,2,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17787,7028,13.0,2,2,2024-07-30,10,100,35,False,3,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17788,3557,5966.0,6,36,2024-10-14,11,100,119,True,1,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17789,4517,13624.0,3,34,2024-09-12,12,100,23,False,2,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17790,7141,,6,31,2023-01-18,13,100,138,True,3,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17791,4110,14910.0,4,18,2023-05-02,14,100,33,False,1,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17792,41,4603.0,8,14,2024-08-17,15,100,16,True,2,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17793,485,,7,36,2025-05-10,16,100,148,False,3,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17794,7483,10470.0,3,5,2025-01-26,17,100,143,True,1,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17795,3499,3306.0,3,15,2025-02-15,18,100,45,False,2,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17796,5138,13049.0,5,29,2025-07-20,19,100,65,True,3,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17797,1083,12182.0,4,5,2024-09-15,20,100,49,False,1,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17798,1135,,5,41,2024-11-11,21,100,93,True,2,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17799,4367,12065.0,1,2,2023-10-28,22,100,68,False,3,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17800,7903,,7,29,2023-01-13,23,100,40,True,1,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17801,2234,,3,28,2025-06-07,24,100,50,False,2,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17802,4391,11531.0,4,32,2025-06-03,25,100,89,True,3,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17803,3994,14849.0,8,19,2025-05-12,26,100,54,False,1,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17804,2453,1697.0,5,32,2025-02-11,27,100,100,True,2,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17805,4956,5455.0,4,2,2023-09-19,28,100,6,False,3,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17806,764,2031.0,8,39,2023-05-01,29,100,71,True,1,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17807,5790,2113.0,5,42,2025-06-10,30,100,31,False,2,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17808,5439,12255.0,8,40,2024-02-21,31,100,78,True,3,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17809,1100,14152.0,2,4,2024-07-23,32,100,12,False,1,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17810,5994,4872.0,4,18,2025-10-29,33,100,132,True,2,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17811,6605,9447.0,6,20,2025-09-09,34,100,140,False,3,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17812,2974,,2,7,2025-07-28,35,100,111,True,1,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17813,1719,10905.0,7,9,2024-06-30,36,100,133,False,2,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17814,6306,9852.0,1,12,2025-09-07,37,100,90,True,3,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17815,3769,3960.0,3,11,2024-09-30,38,100,115,False,1,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17816,5128,6945.0,5,44,2024-09-08,39,100,143,True,2,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17817,4857,,7,36,2025-03-15,40,100,64,False,3,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17818,2620,12593.0,5,35,2025-07-29,41,100,63,True,1,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17819,555,590.0,5,30,2025-02-15,42,100,1,False,2,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17820,2672,13133.0,3,19,2025-10-23,43,100,81,True,3,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17821,3005,13928.0,6,27,2024-02-26,44,100,112,False,1,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17822,4262,10707.0,7,6,2025-07-04,45,100,120,True,2,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17823,2692,8882.0,4,16,2025-07-12,46,100,13,False,3,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17824,4058,11408.0,2,7,2025-08-23,47,100,22,True,1,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17825,4492,12366.0,1,2,2023-09-29,48,100,107,False,2,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17826,2035,5234.0,1,23,2024-03-08,49,100,90,True,3,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17827,6852,,5,28,2023-09-15,50,100,7,False,1,Pass,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17828,4965,,6,37,2023-02-22,51,100,84,True,2,Pass,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17829,6067,9831.0,6,11,2025-02-07,52,100,4,False,3,Pass,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17830,7637,3400.0,4,2,2023-07-05,53,100,120,True,1,Pass,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17831,3902,7672.0,6,38,2024-01-14,54,100,9,False,2,Pass,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17832,3737,821.0,2,16,2025-02-04,55,100,129,True,3,Pass,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17833,3267,6838.0,8,18,2023-01-18,56,100,48,False,1,Pass,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17834,6159,14233.0,2,4,2025-08-18,57,100,16,True,2,Pass,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17835,7194,12084.0,2,43,2023-04-06,58,100,5,False,3,Pass,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17836,1130,3114.0,2,14,2023-02-07,59,100,31,True,1,Pass,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17837,1266,,6,25,2024-02-22,60,100,72,False,2,Pass,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17838,5523,11576.0,7,25,2023-07-29,61,100,132,True,3,Pass,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17839,588,6532.0,5,17,2024-09-03,62,100,91,False,1,Pass,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17840,1419,1258.0,3,9,2025-04-05,63,100,23,True,2,Pass,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17841,7073,14330.0,3,27,2024-11-20,64,100,75,False,3,Pass,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17842,4723,,7,13,2024-06-17,65,100,87,True,1,Pass,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17843,163,,2,44,2025-01-06,66,100,114,False,2,Pass,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17844,3298,9757.0,6,15,2025-08-12,67,100,69,True,3,Pass,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17845,562,14720.0,8,21,2025-10-23,68,100,65,False,1,Pass,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17846,4220,11953.0,2,24,2023-01-26,69,100,46,True,2,Pass,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17847,6609,,7,7,2023-10-25,70,100,87,False,3,Merit,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17848,7699,7830.0,2,5,2025-04-28,71,100,24,True,1,Merit,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17849,7768,10886.0,7,20,2023-10-09,72,100,69,False,2,Merit,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17850,6355,11291.0,6,31,2023-11-01,73,100,59,True,3,Merit,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17851,4152,2796.0,5,13,2024-02-22,74,100,51,False,1,Merit,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17852,2649,3135.0,7,36,2023-03-08,75,100,38,True,2,Merit,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17853,548,5806.0,7,38,2024-12-24,76,100,60,False,3,Merit,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17854,315,,3,18,2024-07-25,77,100,36,True,1,Merit,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17855,7167,181.0,3,6,2025-06-16,78,100,106,False,2,Merit,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17856,4584,163.0,7,30,2023-07-03,79,100,19,True,3,Merit,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17857,2276,1991.0,3,43,2023-10-11,80,100,124,False,1,Merit,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17858,7754,10387.0,3,30,2025-01-22,81,100,133,True,2,Merit,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17859,7392,2057.0,6,4,2025-11-27,82,100,107,False,3,Merit,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17860,1626,1161.0,7,27,2023-11-09,83,100,92,True,1,Merit,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17861,362,8137.0,6,20,2023-09-19,84,100,116,False,2,Merit,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17862,5595,14700.0,5,29,2023-08-03,85,100,136,True,3,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17863,2803,2469.0,5,19,2024-02-28,86,100,147,False,1,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17864,4807,8480.0,2,12,2025-03-06,87,100,52,True,2,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17865,5256,1170.0,3,11,2025-03-23,88,100,123,False,3,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17866,3088,7628.0,8,37,2025-09-28,89,100,89,True,1,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17867,6660,5770.0,2,23,2023-11-15,90,100,48,False,2,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17868,2125,,5,16,2023-02-25,91,100,43,True,3,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17869,2741,12120.0,2,22,2025-05-03,92,100,55,False,1,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17870,7310,48.0,7,24,2025-09-01,93,100,31,True,2,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17871,1151,,5,35,2024-01-10,94,100,34,False,3,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17872,4061,4959.0,7,24,2023-10-14,95,100,45,True,1,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17873,7563,,7,43,2023-08-15,96,100,10,False,2,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17874,4262,,2,18,2023-04-11,97,100,111,True,3,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17875,6490,12745.0,7,36,2023-10-21,98,100,23,False,1,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17876,1939,14648.0,5,10,2025-10-23,99,100,142,True,2,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17877,5961,13514.0,8,25,2023-04-20,100,100,19,False,3,Distinction,False,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17878,3168,1296.0,6,8,2023-04-02,0,100,29,True,1,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17879,4197,2931.0,2,42,2024-01-18,1,100,36,False,2,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17880,3814,11034.0,5,38,2024-04-04,2,100,40,True,3,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17881,2097,11106.0,2,18,2025-03-07,3,100,95,False,1,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17882,5514,12066.0,6,29,2023-02-24,4,100,142,True,2,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17883,7513,3916.0,6,16,2023-11-29,5,100,53,False,3,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17884,6475,6995.0,5,19,2024-06-02,6,100,104,True,1,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17885,3772,1447.0,7,9,2023-08-20,7,100,3,False,2,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17886,790,3458.0,6,1,2024-01-04,8,100,21,True,3,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17887,832,14118.0,6,44,2023-03-11,9,100,64,False,1,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17888,6635,409.0,2,21,2023-04-20,10,100,86,True,2,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17889,1887,,2,28,2023-03-27,11,100,136,False,3,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17890,3423,13604.0,8,37,2024-11-22,12,100,16,True,1,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17891,1192,6205.0,2,22,2024-02-15,13,100,47,False,2,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17892,7703,12064.0,1,31,2023-04-20,14,100,82,True,3,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17893,5589,11310.0,1,12,2023-04-13,15,100,17,False,1,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17894,2306,12707.0,7,41,2024-02-19,16,100,44,True,2,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17895,3403,,5,32,2023-08-20,17,100,91,False,3,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17896,4492,4760.0,2,36,2024-01-14,18,100,63,True,1,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17897,3987,,2,21,2025-04-10,19,100,95,False,2,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17898,2237,3153.0,5,30,2025-06-29,20,100,89,True,3,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17899,5170,10105.0,7,7,2025-03-25,21,100,138,False,1,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17900,515,,5,21,2024-09-18,22,100,99,True,2,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17901,1099,3281.0,5,20,2025-06-17,23,100,146,False,3,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17902,167,9632.0,3,17,2023-12-21,24,100,11,True,1,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17903,3068,13517.0,4,16,2025-11-12,25,100,38,False,2,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17904,2455,4507.0,7,7,2024-04-05,26,100,48,True,3,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17905,692,10461.0,4,18,2023-07-29,27,100,5,False,1,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17906,7896,13044.0,4,31,2024-08-02,28,100,26,True,2,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17907,850,,3,33,2024-08-08,29,100,90,False,3,Not Yet Competent,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17908,5871,4623.0,6,28,2025-10-16,30,100,109,True,1,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17909,3889,1058.0,4,13,2025-04-04,31,100,138,False,2,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17910,319,,1,30,2023-05-18,32,100,142,True,3,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17911,5718,7100.0,5,27,2023-07-21,33,100,89,False,1,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17912,1937,9402.0,4,1,2024-10-29,34,100,50,True,2,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17913,3259,13375.0,2,22,2023-01-03,35,100,30,False,3,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17914,6102,14573.0,6,14,2023-06-30,36,100,83,True,1,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
17915,4163,11263.0,6,26,2024-10-02,37,100,113,False,2,Needs Improvement,True,2026-01-06 17:06:54.216548+00:00,2026-01-06 17:06:54.216548+00:00,True,dbldatagen_synthetic
