outcome_id,participant_id,outcome_type_id,outcome_date,weeks_from_program_end,sector,hours_per_week,salary_band,employer_type,outcome_source,verified,recorded_by_staff_id,is_sustained_13_weeks,is_sustained_26_weeks,created_at,updated_at,is_active,data_source
1671,2767,2,2023-08-21,23,Logistics,28,Not Applicable,Charity/Non-profit,Participant Self-Report,False,14,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1672,4613,6,2025-10-11,24,Retail,29,Above Living Wage,SME,Employer Confirmation,True,42,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1673,3312,6,2023-11-20,25,Retail,30,Above Living Wage,Charity/Non-profit,Participant Self-Report,False,101,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1674,5808,6,2024-11-07,26,Retail,31,Not Applicable,SME,DWP Confirmation,True,98,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1675,89,7,2024-04-29,0,Retail,32,Living Wage,Charity/Non-profit,Employer Confirmation,False,47,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1676,4729,8,2023-07-18,1,Healthcare,33,Not Applicable,Large Employer,Partner Referral,True,135,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1677,6246,9,2023-11-04,2,Retail,34,Above Living Wage,Large Employer,Employer Confirmation,False,54,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1678,4902,5,2023-05-10,3,Hospitality,35,National Minimum Wage,SME,Partner Referral,True,114,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1679,7248,2,2024-02-08,4,Hospitality,36,Not Applicable,Charity/Non-profit,Participant Self-Report,False,75,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1680,1884,8,2024-06-26,5,Customer Service,37,National Minimum Wage,Large Employer,Partner Referral,True,29,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1681,4839,5,2025-09-09,6,Sport & Leisure,38,Living Wage,Self,Employer Confirmation,False,132,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1682,5648,2,2024-05-26,7,Construction,39,National Minimum Wage,SME,Participant Self-Report,True,99,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1683,5543,7,2024-11-23,8,Sport & Leisure,40,Living Wage,Charity/Non-profit,Employer Confirmation,False,56,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1684,3377,10,2024-02-23,9,Customer Service,8,Above Living Wage,Public Sector,DWP Confirmation,True,51,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1685,3107,4,2025-06-25,10,Administration,9,Living Wage,SME,Participant Self-Report,False,64,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1686,4557,3,2025-12-05,11,Retail,10,Living Wage,SME,Employer Confirmation,True,65,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1687,881,5,2024-09-19,12,Hospitality,11,National Minimum Wage,SME,Participant Self-Report,False,62,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1688,1156,1,2024-12-22,13,Customer Service,12,Living Wage,SME,Employer Confirmation,True,131,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1689,1806,8,2025-12-13,14,Sport & Leisure,13,Not Applicable,SME,Partner Referral,False,42,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1690,7711,2,2024-08-30,15,Retail,14,Above Living Wage,Public Sector,Participant Self-Report,True,33,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1691,1363,2,2023-09-16,16,Administration,15,Above Living Wage,Public Sector,Participant Self-Report,False,113,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1692,5457,2,2024-06-19,17,Hospitality,16,National Minimum Wage,Large Employer,Employer Confirmation,True,4,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1693,2834,1,2024-06-16,18,Sport & Leisure,17,National Minimum Wage,Public Sector,Participant Self-Report,False,3,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1694,7350,4,2023-07-25,19,Logistics,18,Not Applicable,SME,Participant Self-Report,True,18,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1695,2283,1,2023-12-13,20,Customer Service,19,Not Applicable,Public Sector,Participant Self-Report,False,127,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1696,7627,3,2024-03-30,21,Other,20,National Minimum Wage,Large Employer,Partner Referral,True,124,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1697,4625,9,2025-01-31,22,Hospitality,21,Living Wage,Large Employer,DWP Confirmation,False,49,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1698,2150,9,2025-09-22,23,Administration,22,Living Wage,Large Employer,Partner Referral,True,95,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1699,7450,5,2025-08-11,24,Retail,23,Living Wage,SME,DWP Confirmation,False,52,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1700,7572,2,2023-05-01,25,Construction,24,Above Living Wage,Public Sector,Employer Confirmation,True,11,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1701,6758,2,2024-08-15,26,Healthcare,25,National Minimum Wage,SME,Participant Self-Report,False,145,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1702,5208,7,2025-01-15,0,Retail,26,Living Wage,Large Employer,Participant Self-Report,True,83,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1703,3508,8,2023-11-12,1,Customer Service,27,Above Living Wage,Public Sector,DWP Confirmation,False,124,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1704,4742,9,2023-11-01,2,Sport & Leisure,28,Above Living Wage,Charity/Non-profit,DWP Confirmation,True,20,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1705,2479,7,2025-04-29,3,Construction,29,Not Applicable,Charity/Non-profit,Partner Referral,False,102,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1706,5654,7,2024-04-05,4,Construction,30,Above Living Wage,Large Employer,Participant Self-Report,True,79,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1707,4048,2,2024-07-25,5,Construction,31,Not Applicable,Public Sector,Participant Self-Report,False,4,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1708,3133,4,2023-11-21,6,Logistics,32,Above Living Wage,Large Employer,Employer Confirmation,True,47,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1709,3142,3,2025-11-18,7,Hospitality,33,Living Wage,Large Employer,Partner Referral,False,121,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1710,6229,5,2025-02-21,8,Retail,34,National Minimum Wage,Charity/Non-profit,Participant Self-Report,True,89,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1711,3979,5,2024-08-30,9,Retail,35,Above Living Wage,Large Employer,Employer Confirmation,False,2,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1712,491,6,2025-02-04,10,Retail,36,Above Living Wage,SME,Employer Confirmation,True,64,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1713,6351,6,2023-07-25,11,Healthcare,37,National Minimum Wage,Public Sector,Participant Self-Report,False,33,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1714,1186,6,2025-11-02,12,Logistics,38,Living Wage,Charity/Non-profit,Partner Referral,True,20,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1715,4464,2,2024-06-11,13,Administration,39,Above Living Wage,SME,Employer Confirmation,False,97,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1716,6224,2,2025-04-03,14,Administration,40,Living Wage,Charity/Non-profit,Partner Referral,True,70,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1717,5398,7,2023-03-08,15,Retail,8,Living Wage,SME,Employer Confirmation,False,66,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1718,2222,5,2025-03-31,16,Hospitality,9,Not Applicable,SME,Employer Confirmation,True,72,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1719,6841,5,2023-08-05,17,Administration,10,National Minimum Wage,SME,Partner Referral,False,95,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1720,5233,4,2025-09-14,18,Construction,11,Living Wage,SME,Participant Self-Report,True,99,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1721,1967,8,2024-11-08,19,Healthcare,12,Living Wage,Charity/Non-profit,Employer Confirmation,False,35,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1722,1559,1,2023-10-24,20,Hospitality,13,Above Living Wage,Large Employer,Partner Referral,True,43,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1723,7006,3,2024-02-12,21,Healthcare,14,Living Wage,Charity/Non-profit,Partner Referral,False,94,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1724,1063,7,2025-04-29,22,Hospitality,15,Not Applicable,Public Sector,Employer Confirmation,True,16,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1725,1193,4,2024-07-13,23,Retail,16,Not Applicable,SME,Partner Referral,False,36,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1726,7000,5,2024-04-07,24,Healthcare,17,Not Applicable,Self,Participant Self-Report,True,142,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1727,7698,1,2025-09-12,25,Retail,18,Above Living Wage,Public Sector,Employer Confirmation,False,50,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1728,98,9,2023-05-31,26,Construction,19,National Minimum Wage,Self,Partner Referral,True,83,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1729,3982,2,2024-11-11,0,Healthcare,20,National Minimum Wage,Charity/Non-profit,Employer Confirmation,False,59,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1730,2921,10,2025-05-01,1,Hospitality,21,Living Wage,Large Employer,Participant Self-Report,True,142,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1731,5837,9,2025-01-21,2,Retail,22,Living Wage,Self,Employer Confirmation,False,84,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1732,47,9,2024-08-12,3,Retail,23,Not Applicable,Public Sector,Participant Self-Report,True,90,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1733,4118,8,2024-08-21,4,Customer Service,24,Not Applicable,SME,Employer Confirmation,False,45,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1734,1616,10,2025-11-11,5,Retail,25,Living Wage,SME,Employer Confirmation,True,118,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1735,2689,7,2025-06-20,6,Healthcare,26,National Minimum Wage,Large Employer,DWP Confirmation,False,147,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1736,3002,8,2024-05-14,7,Other,27,Living Wage,Charity/Non-profit,Employer Confirmation,True,64,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1737,3869,3,2023-09-13,8,Customer Service,28,National Minimum Wage,SME,Participant Self-Report,False,11,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1738,1499,1,2025-07-11,9,Construction,29,Living Wage,Charity/Non-profit,DWP Confirmation,True,93,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1739,5490,3,2025-06-06,10,Administration,30,Living Wage,SME,Employer Confirmation,False,53,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1740,2876,1,2025-06-12,11,Retail,31,Not Applicable,Large Employer,Participant Self-Report,True,106,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1741,4319,3,2023-10-24,12,Sport & Leisure,32,Living Wage,Large Employer,Partner Referral,False,14,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1742,5585,8,2023-12-27,13,Other,33,Not Applicable,SME,Employer Confirmation,True,150,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1743,6874,7,2023-03-31,14,Logistics,34,National Minimum Wage,Charity/Non-profit,Partner Referral,False,67,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1744,6787,2,2023-04-11,15,Sport & Leisure,35,Not Applicable,Self,Partner Referral,True,127,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1745,6247,10,2023-04-18,16,Retail,36,Not Applicable,SME,Participant Self-Report,False,124,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1746,145,8,2025-06-06,17,Logistics,37,Above Living Wage,Public Sector,Employer Confirmation,True,106,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1747,620,2,2024-11-17,18,Other,38,National Minimum Wage,Large Employer,Employer Confirmation,False,2,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1748,5434,6,2024-11-22,19,Healthcare,39,Not Applicable,Large Employer,DWP Confirmation,True,92,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1749,1278,8,2025-11-03,20,Hospitality,40,National Minimum Wage,Charity/Non-profit,Employer Confirmation,False,106,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1750,7203,5,2025-05-01,21,Sport & Leisure,8,Not Applicable,Large Employer,Participant Self-Report,True,108,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1751,3729,6,2024-09-08,22,Customer Service,9,Living Wage,SME,Employer Confirmation,False,133,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1752,7880,6,2024-09-10,23,Logistics,10,Living Wage,Large Employer,Participant Self-Report,True,136,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1753,6758,9,2024-09-09,24,Hospitality,11,Living Wage,Charity/Non-profit,Employer Confirmation,False,68,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1754,4141,7,2023-12-24,25,Retail,12,Living Wage,SME,Employer Confirmation,True,10,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1755,6455,2,2023-08-22,26,Retail,13,Living Wage,SME,Participant Self-Report,False,97,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1756,2755,5,2023-07-08,0,Administration,14,Above Living Wage,Charity/Non-profit,Employer Confirmation,True,68,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1757,991,5,2024-11-12,1,Retail,15,Living Wage,SME,Partner Referral,False,150,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1758,6573,6,2025-10-20,2,Customer Service,16,Not Applicable,Large Employer,Partner Referral,True,50,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1759,1849,1,2023-05-16,3,Construction,17,Living Wage,SME,Employer Confirmation,False,111,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1760,5432,9,2025-02-10,4,Healthcare,18,National Minimum Wage,Large Employer,Employer Confirmation,True,125,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1761,6756,8,2023-05-03,5,Sport & Leisure,19,National Minimum Wage,Public Sector,Participant Self-Report,False,93,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1762,2366,9,2025-11-11,6,Sport & Leisure,20,Living Wage,SME,Partner Referral,True,92,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1763,4994,4,2023-03-13,7,Sport & Leisure,21,National Minimum Wage,SME,Partner Referral,False,47,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1764,6356,6,2025-01-21,8,Retail,22,Living Wage,SME,Participant Self-Report,True,100,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1765,6310,8,2024-02-05,9,Healthcare,23,Above Living Wage,Charity/Non-profit,Employer Confirmation,False,105,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1766,666,4,2024-02-28,10,Administration,24,Living Wage,Public Sector,Employer Confirmation,True,125,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1767,1694,4,2023-11-09,11,Logistics,25,National Minimum Wage,SME,Participant Self-Report,False,115,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1768,7896,8,2023-04-17,12,Healthcare,26,National Minimum Wage,Large Employer,DWP Confirmation,True,48,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1769,5554,6,2023-04-26,13,Sport & Leisure,27,National Minimum Wage,Public Sector,Participant Self-Report,False,72,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1770,6827,7,2024-04-15,14,Hospitality,28,National Minimum Wage,Self,Participant Self-Report,True,146,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1771,3438,8,2024-05-22,15,Administration,29,Above Living Wage,Public Sector,Participant Self-Report,False,28,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1772,5421,4,2024-12-17,16,Logistics,30,National Minimum Wage,Large Employer,Participant Self-Report,True,145,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1773,1512,9,2023-04-21,17,Retail,31,Not Applicable,SME,Employer Confirmation,False,78,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1774,345,8,2024-08-10,18,Sport & Leisure,32,National Minimum Wage,Large Employer,Employer Confirmation,True,20,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1775,5430,8,2023-06-16,19,Customer Service,33,Not Applicable,SME,Participant Self-Report,False,103,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1776,6998,6,2023-11-10,20,Customer Service,34,Not Applicable,SME,Participant Self-Report,True,127,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1777,4002,7,2023-10-06,21,Hospitality,35,Above Living Wage,SME,Participant Self-Report,False,56,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1778,2947,2,2025-12-29,22,Sport & Leisure,36,National Minimum Wage,Charity/Non-profit,Employer Confirmation,True,49,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1779,3614,8,2025-04-27,23,Administration,37,Living Wage,SME,Employer Confirmation,False,67,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1780,1674,6,2025-04-09,24,Retail,38,Living Wage,SME,Participant Self-Report,True,105,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1781,3880,5,2023-12-12,25,Retail,39,Not Applicable,SME,Partner Referral,False,13,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1782,631,1,2025-06-29,26,Other,40,Not Applicable,Public Sector,Participant Self-Report,True,35,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1783,6184,4,2025-05-19,0,Logistics,8,Above Living Wage,SME,Participant Self-Report,False,74,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1784,6347,4,2024-02-24,1,Retail,9,National Minimum Wage,SME,Participant Self-Report,True,40,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1785,2608,8,2025-12-03,2,Hospitality,10,Living Wage,SME,Participant Self-Report,False,59,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1786,826,3,2025-02-12,3,Retail,11,Not Applicable,SME,DWP Confirmation,True,27,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1787,7454,6,2025-03-06,4,Hospitality,12,Living Wage,Large Employer,Participant Self-Report,False,46,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1788,6478,5,2025-03-08,5,Healthcare,13,Above Living Wage,SME,Employer Confirmation,True,93,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1789,6713,10,2025-08-28,6,Healthcare,14,Not Applicable,Charity/Non-profit,DWP Confirmation,False,137,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1790,1264,3,2024-09-27,7,Retail,15,Not Applicable,Large Employer,Participant Self-Report,True,10,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1791,148,5,2025-01-27,8,Customer Service,16,Living Wage,Charity/Non-profit,Partner Referral,False,36,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1792,3041,5,2025-04-07,9,Sport & Leisure,17,National Minimum Wage,SME,Participant Self-Report,True,81,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1793,375,10,2025-05-27,10,Sport & Leisure,18,Living Wage,Public Sector,Participant Self-Report,False,97,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1794,1663,9,2024-06-24,11,Retail,19,Living Wage,Large Employer,Participant Self-Report,True,9,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1795,2945,10,2025-12-05,12,Customer Service,20,National Minimum Wage,Public Sector,Employer Confirmation,False,142,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1796,5419,5,2024-06-13,13,Healthcare,21,Living Wage,Large Employer,Participant Self-Report,True,68,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1797,7910,9,2023-07-09,14,Retail,22,National Minimum Wage,SME,Participant Self-Report,False,85,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
1798,7847,7,2024-02-20,15,Retail,23,Living Wage,Self,Employer Confirmation,True,134,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
